Population Issue,x,Run,3189 VCF Files cohort,1GP Files,x,Assay Type,BioProject,BioSample,Center Name,Consent,DNA-ID,ENA-FIRST-PUBLIC (run),ENA-LAST-UPDATE (run),Experiment,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,Population_Description,population,ReleaseDate,Sample Name,sex,SRA Study,Super_Population_Code,Super_Population_Description,Bytes,DATASTORE filetype,DATASTORE provider,DATASTORE region,create_date,version,culture_collection,AvgSpotLen,Bases,Coriell_panel,Family_Id,Genome_coverage,Avg rDNA Coverage,Estimated Copy #
,23171,ERR3240149,ERR3240149,ERR3240149,TRUE,WGS,PRJEB31736,SAMN00004661,NYGC,public,HG00143,2019-03-22,2019-03-22,ERX3267524,Illumina NovaSeq 6000,HG00143,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"British From England and Scotland, UK",GBR,2019-03-25T00:00:00Z,HG00143,male,ERP114329,EUR,European,12715273695,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-03-02T02:13:00Z,1,CORIELL:HG00143,300,108183758100,MGP00003,,34.90129193,5805.512393,166.3409024
,23172,ERR3240150,ERR3240150,ERR3240150,TRUE,WGS,PRJEB31736,SAMN00004663,NYGC,public,HG00145,2019-03-22,2019-03-22,ERX3267525,Illumina NovaSeq 6000,HG00145,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"British From England and Scotland, UK",GBR,2019-03-25T00:00:00Z,HG00145,male,ERP114329,EUR,European,9548601284,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-03-02T10:06:00Z,1,CORIELL:HG00145,300,101740318800,MGP00003,,32.82256625,8279.484903,252.2497735
,23173,ERR3240151,ERR3240151,ERR3240151,TRUE,WGS,PRJEB31736,SAMN00004664,NYGC,public,HG00146,2019-03-22,2019-03-22,ERX3267526,Illumina NovaSeq 6000,HG00146,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"British From England and Scotland, UK",GBR,2019-03-25T00:00:00Z,HG00146,female,ERP114329,EUR,European,13202166622,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-03-02T03:46:00Z,1,CORIELL:HG00146,300,147092152200,MGP00003,,47.45357561,11726.1554,247.1079418
,23174,ERR3240152,ERR3240152,ERR3240152,TRUE,WGS,PRJEB31736,SAMN00004666,NYGC,public,HG00148,2019-03-22,2019-03-22,ERX3267527,Illumina NovaSeq 6000,HG00148,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"British From England and Scotland, UK",GBR,2019-03-25T00:00:00Z,HG00148,male,ERP114329,EUR,European,9385419344,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-03-02T09:25:00Z,1,CORIELL:HG00148,300,104363610900,MGP00003,,33.66886966,6906.796455,205.1389466
,23175,ERR3240153,ERR3240153,ERR3240153,TRUE,WGS,PRJEB31736,SAMN00004667,NYGC,public,HG00149,2019-03-22,2019-03-22,ERX3267528,Illumina NovaSeq 6000,HG00149,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"British From England and Scotland, UK",GBR,2019-03-25T00:00:00Z,HG00149,male,ERP114329,EUR,European,10074470150,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-03-02T02:20:00Z,1,CORIELL:HG00149,300,109289945700,MGP00003,,35.25816044,9626.604476,273.0319551
,23176,ERR3240154,ERR3240154,ERR3240154,TRUE,WGS,PRJEB31736,SAMN00004668,NYGC,public,HG00150,2019-03-22,2019-03-22,ERX3267529,Illumina NovaSeq 6000,HG00150,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"British From England and Scotland, UK",GBR,2019-03-25T00:00:00Z,HG00150,female,ERP114329,EUR,European,12177757105,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-03-02T10:06:00Z,1,CORIELL:HG00150,300,133845968400,MGP00003,,43.18020837,10570.65916,244.8033383
,23177,ERR3240155,ERR3240155,ERR3240155,TRUE,WGS,PRJEB31736,SAMN00004669,NYGC,public,HG00151,2019-03-22,2019-03-22,ERX3267530,Illumina NovaSeq 6000,HG00151,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"British From England and Scotland, UK",GBR,2019-03-25T00:00:00Z,HG00151,male,ERP114329,EUR,European,11190492535,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-03-02T04:11:00Z,1,CORIELL:HG00151,300,117603863700,MGP00003,,37.94032349,6976.745005,183.8873358
,23410,ERR3241779,ERR3241779,ERR3241779,TRUE,WGS,PRJEB31736,SAMN00009088,NYGC,public,HG00154,2019-03-22,2019-03-22,ERX3268794,Illumina NovaSeq 6000,HG00154,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"British From England and Scotland, UK",GBR,2019-03-25T00:00:00Z,HG00154,female,ERP114329,EUR,European,11080729075,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-28T15:39:00Z,1,Coriell:HG00154,300,114058365000,MGP00003,,36.79650591,6253.988283,169.9614713
,23178,ERR3240156,ERR3240156,ERR3240156,TRUE,WGS,PRJEB31736,SAMN00004672,NYGC,public,HG00155,2019-03-22,2019-03-22,ERX3267531,Illumina NovaSeq 6000,HG00155,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"British From England and Scotland, UK",GBR,2019-03-25T00:00:00Z,HG00155,male,ERP114329,EUR,European,10641226754,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-03-02T03:20:00Z,1,CORIELL:HG00155,300,102399818700,MGP00003,,33.0353283,3571.077362,108.0987399
,23179,ERR3240157,ERR3240157,ERR3240157,TRUE,WGS,PRJEB31736,SAMN00004674,NYGC,public,HG00157,2019-03-22,2019-03-22,ERX3267532,Illumina NovaSeq 6000,HG00157,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"British From England and Scotland, UK",GBR,2019-03-25T00:00:00Z,HG00157,male,ERP114329,EUR,European,9504411935,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-03-02T04:09:00Z,1,CORIELL:HG00157,300,103135634400,MGP00003,,33.27271069,8663.415803,260.3760146
,23180,ERR3240158,ERR3240158,ERR3240158,TRUE,WGS,PRJEB31736,SAMN00004675,NYGC,public,HG00158,2019-03-22,2019-03-22,ERX3267533,Illumina NovaSeq 6000,HG00158,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"British From England and Scotland, UK",GBR,2019-03-25T00:00:00Z,HG00158,female,ERP114329,EUR,European,11603465994,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-03-02T11:38:00Z,1,CORIELL:HG00158,300,122476782600,MGP00003,,39.5123817,6327.182364,160.131637
,23222,ERR3240200,ERR3240200,ERR3240200,TRUE,WGS,PRJEB31736,SAMN00006345,NYGC,public,HG00159,2019-03-22,2019-03-22,ERX3267575,Illumina NovaSeq 6000,HG00159,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"British From England and Scotland, UK",GBR,2019-03-25T00:00:00Z,HG00159,male,ERP114329,EUR,European,11079412238,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-28T05:49:00Z,1,CORIELL:HG00159,300,114390743100,MGP00003,,36.9037348,9894.702944,268.1219935
,23181,ERR3240159,ERR3240159,ERR3240159,TRUE,WGS,PRJEB31736,SAMN00004676,NYGC,public,HG00160,2019-03-22,2019-03-22,ERX3267534,Illumina NovaSeq 6000,HG00160,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"British From England and Scotland, UK",GBR,2019-03-25T00:00:00Z,HG00160,male,ERP114329,EUR,European,10301656847,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-03-02T02:58:00Z,1,CORIELL:HG00160,300,109074947700,MGP00003,,35.18879967,9471.263332,269.1556239
,23182,ERR3240160,ERR3240160,ERR3240160,TRUE,WGS,PRJEB31736,SAMN00016965,NYGC,public,HG00171,2019-03-22,2019-03-22,ERX3267535,Illumina NovaSeq 6000,HG00171,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,Finnish in Finland,FIN,2019-03-25T00:00:00Z,HG00171,female,ERP114329,EUR,European,13748899413,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-03-02T04:19:00Z,1,CORIELL:HG00171,300,115360106100,MGP00001,,37.21646216,5730.198963,153.9694702
,23183,ERR3240161,ERR3240161,ERR3240161,TRUE,WGS,PRJEB31736,SAMN00016966,NYGC,public,HG00173,2019-03-22,2019-03-22,ERX3267536,Illumina NovaSeq 6000,HG00173,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,Finnish in Finland,FIN,2019-03-25T00:00:00Z,HG00173,female,ERP114329,EUR,European,10191175004,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-03-02T02:36:00Z,1,CORIELL:HG00173,300,103153716300,MGP00001,,33.27854411,7416.008863,222.8465536
,23184,ERR3240162,ERR3240162,ERR3240162,TRUE,WGS,PRJEB31736,SAMN00016967,NYGC,public,HG00174,2019-03-22,2019-03-22,ERX3267537,Illumina NovaSeq 6000,HG00174,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,Finnish in Finland,FIN,2019-03-25T00:00:00Z,HG00174,female,ERP114329,EUR,European,12044721503,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-03-02T02:58:00Z,1,CORIELL:HG00174,300,115624263600,MGP00001,,37.30168233,6077.181839,162.9197789
,23185,ERR3240163,ERR3240163,ERR3240163,TRUE,WGS,PRJEB31736,SAMN00016968,NYGC,public,HG00176,2019-03-22,2019-03-22,ERX3267538,Illumina NovaSeq 6000,HG00176,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,Finnish in Finland,FIN,2019-03-25T00:00:00Z,HG00176,female,ERP114329,EUR,European,10741445062,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-03-02T04:34:00Z,1,CORIELL:HG00176,300,115621657200,MGP00001,,37.30084148,6660.181238,178.5531096
,23186,ERR3240164,ERR3240164,ERR3240164,TRUE,WGS,PRJEB31736,SAMN00016969,NYGC,public,HG00177,2019-03-22,2019-03-22,ERX3267539,Illumina NovaSeq 6000,HG00177,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,Finnish in Finland,FIN,2019-03-25T00:00:00Z,HG00177,female,ERP114329,EUR,European,10657190198,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-03-02T03:38:00Z,1,CORIELL:HG00177,300,107343682200,MGP00001,,34.63027404,8502.657729,245.5267238
,23187,ERR3240165,ERR3240165,ERR3240165,TRUE,WGS,PRJEB31736,SAMN00016970,NYGC,public,HG00178,2019-03-22,2019-03-22,ERX3267540,Illumina NovaSeq 6000,HG00178,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,Finnish in Finland,FIN,2019-03-25T00:00:00Z,HG00178,female,ERP114329,EUR,European,9735471214,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-03-02T02:35:00Z,1,CORIELL:HG00178,300,107912152800,MGP00001,,34.81366902,7577.331005,217.6539049
,23188,ERR3240166,ERR3240166,ERR3240166,TRUE,WGS,PRJEB31736,SAMN00016971,NYGC,public,HG00179,2019-03-22,2019-03-22,ERX3267541,Illumina NovaSeq 6000,HG00179,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,Finnish in Finland,FIN,2019-03-25T00:00:00Z,HG00179,female,ERP114329,EUR,European,11063823933,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-03-02T04:17:00Z,1,CORIELL:HG00179,300,104342832900,MGP00001,,33.66216644,6202.406489,184.254525
,23189,ERR3240167,ERR3240167,ERR3240167,TRUE,WGS,PRJEB31736,SAMN00016972,NYGC,public,HG00180,2019-03-22,2019-03-22,ERX3267542,Illumina NovaSeq 6000,HG00180,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,Finnish in Finland,FIN,2019-03-25T00:00:00Z,HG00180,female,ERP114329,EUR,European,12521839656,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-03-02T05:10:00Z,1,CORIELL:HG00180,300,116406880500,MGP00001,,37.55416331,8726.248535,232.3643444
,23190,ERR3240168,ERR3240168,ERR3240168,TRUE,WGS,PRJEB31736,SAMN00016973,NYGC,public,HG00181,2019-03-22,2019-03-22,ERX3267543,Illumina NovaSeq 6000,HG00181,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,Finnish in Finland,FIN,2019-03-25T00:00:00Z,HG00181,male,ERP114329,EUR,European,10125764276,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-28T07:59:00Z,1,CORIELL:HG00181,300,110479458300,MGP00001,,35.64191052,7773.183491,218.0911005
,23191,ERR3240169,ERR3240169,ERR3240169,TRUE,WGS,PRJEB31736,SAMN00016974,NYGC,public,HG00182,2019-03-22,2019-03-22,ERX3267544,Illumina NovaSeq 6000,HG00182,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,Finnish in Finland,FIN,2019-03-25T00:00:00Z,HG00182,male,ERP114329,EUR,European,11284340043,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-28T06:56:00Z,1,CORIELL:HG00182,300,115488127800,MGP00001,,37.2577634,7307.392144,196.1307249
,23192,ERR3240170,ERR3240170,ERR3240170,TRUE,WGS,PRJEB31736,SAMN00016975,NYGC,public,HG00183,2019-03-22,2019-03-22,ERX3267545,Illumina NovaSeq 6000,HG00183,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,Finnish in Finland,FIN,2019-03-25T00:00:00Z,HG00183,male,ERP114329,EUR,European,10214630038,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-28T04:52:00Z,1,CORIELL:HG00183,300,107627926200,MGP00001,,34.72197433,7456.621676,214.7522374
,23193,ERR3240171,ERR3240171,ERR3240171,TRUE,WGS,PRJEB31736,SAMN00016976,NYGC,public,HG00185,2019-03-22,2019-03-22,ERX3267546,Illumina NovaSeq 6000,HG00185,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,Finnish in Finland,FIN,2019-03-25T00:00:00Z,HG00185,male,ERP114329,EUR,European,10761999757,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-28T06:37:00Z,1,CORIELL:HG00185,300,114851286000,MGP00001,,37.0523111,6713.950053,181.2019238
,23194,ERR3240172,ERR3240172,ERR3240172,TRUE,WGS,PRJEB31736,SAMN00016977,NYGC,public,HG00186,2019-03-22,2019-03-22,ERX3267547,Illumina NovaSeq 6000,HG00186,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,Finnish in Finland,FIN,2019-03-25T00:00:00Z,HG00186,male,ERP114329,EUR,European,11730213675,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-28T05:07:00Z,1,CORIELL:HG00186,300,109156569300,MGP00001,,35.21513172,6124.060688,173.9042392
,23195,ERR3240173,ERR3240173,ERR3240173,TRUE,WGS,PRJEB31736,SAMN00016978,NYGC,public,HG00187,2019-03-22,2019-03-22,ERX3267548,Illumina NovaSeq 6000,HG00187,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,Finnish in Finland,FIN,2019-03-25T00:00:00Z,HG00187,male,ERP114329,EUR,European,12235239530,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-28T05:36:00Z,1,CORIELL:HG00187,300,112543925400,MGP00001,,36.30793073,5006.952756,137.9024543
,23196,ERR3240174,ERR3240174,ERR3240174,TRUE,WGS,PRJEB31736,SAMN00016979,NYGC,public,HG00188,2019-03-22,2019-03-22,ERX3267549,Illumina NovaSeq 6000,HG00188,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,Finnish in Finland,FIN,2019-03-25T00:00:00Z,HG00188,male,ERP114329,EUR,European,9688818412,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-28T06:48:00Z,1,CORIELL:HG00188,300,103863872700,MGP00001,,33.50764852,6358.973411,189.7767731
,23197,ERR3240175,ERR3240175,ERR3240175,TRUE,WGS,PRJEB31736,SAMN00016980,NYGC,public,HG00189,2019-03-22,2019-03-22,ERX3267550,Illumina NovaSeq 6000,HG00189,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,Finnish in Finland,FIN,2019-03-25T00:00:00Z,HG00189,male,ERP114329,EUR,European,9597502128,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-28T07:41:00Z,1,CORIELL:HG00189,300,98485700100,MGP00001,,31.77258981,8774.908818,276.1785826
,23198,ERR3240176,ERR3240176,ERR3240176,TRUE,WGS,PRJEB31736,SAMN00016981,NYGC,public,HG00190,2019-03-22,2019-03-22,ERX3267551,Illumina NovaSeq 6000,HG00190,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,Finnish in Finland,FIN,2019-03-25T00:00:00Z,HG00190,male,ERP114329,EUR,European,11574048841,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-28T05:08:00Z,1,CORIELL:HG00190,300,112848695100,MGP00001,,36.40625285,5127.415803,140.838878
,23223,ERR3240201,ERR3240201,ERR3240201,TRUE,WGS,PRJEB31736,SAMN00006346,NYGC,public,HG00231,2019-03-22,2019-03-22,ERX3267576,Illumina NovaSeq 6000,HG00231,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"British From England and Scotland, UK",GBR,2019-03-25T00:00:00Z,HG00231,female,ERP114329,EUR,European,10250517169,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-28T05:51:00Z,1,CORIELL:HG00231,300,109063868100,MGP00003,,35.18522527,5826.419108,165.5927755
,23224,ERR3240202,ERR3240202,ERR3240202,TRUE,WGS,PRJEB31736,SAMN00006347,NYGC,public,HG00232,2019-03-22,2019-03-22,ERX3267577,Illumina NovaSeq 6000,HG00232,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"British From England and Scotland, UK",GBR,2019-03-25T00:00:00Z,HG00232,female,ERP114329,EUR,European,17130217257,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-28T07:51:00Z,1,CORIELL:HG00232,300,190075365300,MGP00003,,61.32044153,9453.893721,154.1719773
,23199,ERR3240177,ERR3240177,ERR3240177,TRUE,WGS,PRJEB31736,SAMN00004677,NYGC,public,HG00233,2019-03-22,2019-03-22,ERX3267552,Illumina NovaSeq 6000,HG00233,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"British From England and Scotland, UK",GBR,2019-03-25T00:00:00Z,HG00233,female,ERP114329,EUR,European,14654418495,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-28T13:45:00Z,1,CORIELL:HG00233,300,139163812800,MGP00003,,44.89580453,7559.835286,168.3862304
,23200,ERR3240178,ERR3240178,ERR3240178,TRUE,WGS,PRJEB31736,SAMN00004678,NYGC,public,HG00234,2019-03-22,2019-03-22,ERX3267553,Illumina NovaSeq 6000,HG00234,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"British From England and Scotland, UK",GBR,2019-03-25T00:00:00Z,HG00234,male,ERP114329,EUR,European,13324906097,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-28T04:52:00Z,1,CORIELL:HG00234,300,124908288600,MGP00003,,40.29681277,6167.981598,153.063758
,23201,ERR3240179,ERR3240179,ERR3240179,TRUE,WGS,PRJEB31736,SAMN00004679,NYGC,public,HG00235,2019-03-22,2019-03-22,ERX3267554,Illumina NovaSeq 6000,HG00235,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"British From England and Scotland, UK",GBR,2019-03-25T00:00:00Z,HG00235,female,ERP114329,EUR,European,12081425557,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-28T05:01:00Z,1,CORIELL:HG00235,300,127356309000,MGP00003,,41.08657157,9586.133994,233.3155002
,23225,ERR3240203,ERR3240203,ERR3240203,TRUE,WGS,PRJEB31736,SAMN00006348,NYGC,public,HG00236,2019-03-22,2019-03-22,ERX3267578,Illumina NovaSeq 6000,HG00236,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"British From England and Scotland, UK",GBR,2019-03-25T00:00:00Z,HG00236,female,ERP114329,EUR,European,14862063305,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-28T06:48:00Z,1,CORIELL:HG00236,300,131202643500,MGP00003,,42.32744215,7719.27595,182.3704802
,23226,ERR3240204,ERR3240204,ERR3240204,TRUE,WGS,PRJEB31736,SAMN00006349,NYGC,public,HG00237,2019-03-22,2019-03-22,ERX3267579,Illumina NovaSeq 6000,HG00237,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"British From England and Scotland, UK",GBR,2019-03-25T00:00:00Z,HG00237,female,ERP114329,EUR,European,10681335609,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-28T05:24:00Z,1,CORIELL:HG00237,300,110633464200,MGP00003,,35.69159455,6692.589079,187.5116302
,23202,ERR3240180,ERR3240180,ERR3240180,TRUE,WGS,PRJEB31736,SAMN00004680,NYGC,public,HG00238,2019-03-22,2019-03-22,ERX3267555,Illumina NovaSeq 6000,HG00238,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"British From England and Scotland, UK",GBR,2019-03-25T00:00:00Z,HG00238,female,ERP114329,EUR,European,10303139747,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-03-02T01:58:00Z,1,CORIELL:HG00238,300,98177394000,MGP00003,,31.67312681,5896.896951,186.1798169
,23227,ERR3240205,ERR3240205,ERR3240205,TRUE,WGS,PRJEB31736,SAMN00006350,NYGC,public,HG00239,2019-03-22,2019-03-22,ERX3267580,Illumina NovaSeq 6000,HG00239,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"British From England and Scotland, UK",GBR,2019-03-25T00:00:00Z,HG00239,female,ERP114329,EUR,European,13112111847,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-28T06:02:00Z,1,CORIELL:HG00239,300,118793343900,MGP00003,,38.32406313,7658.821917,199.8436828
,23203,ERR3240181,ERR3240181,ERR3240181,TRUE,WGS,PRJEB31736,SAMN00004681,NYGC,public,HG00240,2019-03-22,2019-03-22,ERX3267556,Illumina NovaSeq 6000,HG00240,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"British From England and Scotland, UK",GBR,2019-03-25T00:00:00Z,HG00240,female,ERP114329,EUR,European,9581563994,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-03-02T04:16:00Z,1,CORIELL:HG00240,300,101488834500,MGP00003,,32.7414346,8849.232988,270.2762752
,23228,ERR3240206,ERR3240206,ERR3240206,TRUE,WGS,PRJEB31736,SAMN00006351,NYGC,public,HG00242,2019-03-22,2019-03-22,ERX3267581,Illumina NovaSeq 6000,HG00242,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"British From England and Scotland, UK",GBR,2019-03-25T00:00:00Z,HG00242,male,ERP114329,EUR,European,15450104951,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-28T06:14:00Z,1,CORIELL:HG00242,300,136724897400,MGP00003,,44.1089831,9101.546793,206.3422494
,23229,ERR3240207,ERR3240207,ERR3240207,TRUE,WGS,PRJEB31736,SAMN00006352,NYGC,public,HG00243,2019-03-22,2019-03-22,ERX3267582,Illumina NovaSeq 6000,HG00243,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"British From England and Scotland, UK",GBR,2019-03-25T00:00:00Z,HG00243,male,ERP114329,EUR,European,12743328916,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-28T13:25:00Z,1,CORIELL:HG00243,300,135551185800,MGP00003,,43.7303306,8695.339718,198.8400179
,23230,ERR3240208,ERR3240208,ERR3240208,TRUE,WGS,PRJEB31736,SAMN00006353,NYGC,public,HG00244,2019-03-22,2019-03-22,ERX3267583,Illumina NovaSeq 6000,HG00244,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"British From England and Scotland, UK",GBR,2019-03-25T00:00:00Z,HG00244,male,ERP114329,EUR,European,12800903976,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-28T06:03:00Z,1,CORIELL:HG00244,300,120590290200,MGP00003,,38.90377813,9504.22788,244.3008967
,23231,ERR3240209,ERR3240209,ERR3240209,TRUE,WGS,PRJEB31736,SAMN00006354,NYGC,public,HG00245,2019-03-22,2019-03-22,ERX3267584,Illumina NovaSeq 6000,HG00245,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"British From England and Scotland, UK",GBR,2019-03-25T00:00:00Z,HG00245,female,ERP114329,EUR,European,16567911379,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-28T06:37:00Z,1,CORIELL:HG00245,300,145977883200,MGP00003,,47.09409995,8253.241776,175.2500161
,23411,ERR3241780,ERR3241780,ERR3241780,TRUE,WGS,PRJEB31736,SAMN00009089,NYGC,public,HG00246,2019-03-22,2019-03-22,ERX3268795,Illumina NovaSeq 6000,HG00246,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"British From England and Scotland, UK",GBR,2019-03-25T00:00:00Z,HG00246,male,ERP114329,EUR,European,11941971378,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-28T16:52:00Z,1,Coriell:HG00246,300,110179239300,MGP00003,,35.54505651,7994.070828,224.8996517
,23412,ERR3241781,ERR3241781,ERR3241781,TRUE,WGS,PRJEB31736,SAMN00009091,NYGC,public,HG00250,2019-03-22,2019-03-22,ERX3268796,Illumina NovaSeq 6000,HG00250,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"British From England and Scotland, UK",GBR,2019-03-25T00:00:00Z,HG00250,female,ERP114329,EUR,European,10440361822,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-28T16:24:00Z,1,,300,107250854400,MGP00003,,34.60032675,7829.543113,226.2852363
